"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"ORLY","O&#39;Reilly Automotive, Inc.","214.05","$21.79B","1993","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/orly",
"OREX","Orexigen Therapeutics, Inc.","7.54","$932.91M","2007","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/orex",
"SEED","Origin Agritech Limited","1.6","$36.38M","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/seed",
"ORIT","Oritani Financial Corp.","14.46","$638.25M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/orit",
"ORRF","Orrstown Financial Services Inc","16.9","$140.13M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/orrf",
"OFIX","Orthofix International N.V.","36.58","$686.05M","1992","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/ofix",
"OSIS","OSI Systems, Inc.","74.97","$1.48B","1997","Technology","Semiconductors","http://www.nasdaq.com/symbol/osis",
"OSIR","Osiris Therapeutics, Inc.","16.37","$562.34M","2006","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/osir",
"OSN","Ossen Innovation Co., Ltd.","0.84","$16.72M","2010","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/osn",
"OTEL","Otelco Inc.","4.3901","$14.22M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/otel",
"OTIC","Otonomy, Inc.","31.86","$768.7M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/otic",
"OTTR","Otter Tail Corporation","31.37","$1.17B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ottr",
"OUTR","Outerwall Inc.","67.205","$1.27B","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/outr",
"OVAS","Ovascience Inc.","30.68","$827M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ovas",
"OSTK","Overstock.com, Inc.","24.15","$586.17M","2002","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/ostk",
"OXBR","Oxbridge Re Holdings Limited","5.96","$36.12M","2014","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/oxbr",
"OXBRW","Oxbridge Re Holdings Limited","1.3","n/a","2014","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/oxbrw",
"OXFD","Oxford Immunotec Global PLC","13.55","$305.01M","2013","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/oxfd",
"OXLC","Oxford Lane Capital Corp.","14.95","$234.76M","2011","n/a","n/a","http://www.nasdaq.com/symbol/oxlc",
"OXLCN","Oxford Lane Capital Corp.","25.28","$28.31M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/oxlcn",
"OXLCO","Oxford Lane Capital Corp.","25.01","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/oxlco",
"OXLCP","Oxford Lane Capital Corp.","25.62","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/oxlcp",
"OXGN","OXiGENE, Inc.","1.55","$41.14M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/oxgn",
"PFIN","P & F Industries, Inc.","6.57","$23.6M","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/pfin",
"PTSI","P.A.M. Transportation Services, Inc.","57.42","$426.46M","1986","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/ptsi",
"PCAR","PACCAR Inc.","62.77","$22.26B","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/pcar",
"PACB","Pacific Biosciences of California, Inc.","6.16","$459.18M","2010","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/pacb",
"PCBK","Pacific Continental Corporation (Ore)","12.97","$229.81M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/pcbk",
"PDVW","Pacific DataVision, Inc.","49.5","$620.25M","2015","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/pdvw",
"PEIX","Pacific Ethanol, Inc.","12.12","$298.86M","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/peix",
"PMBC","Pacific Mercantile Bancorp","7.15","$141.28M","2000","Finance","Major Banks","http://www.nasdaq.com/symbol/pmbc",
"PPBI","Pacific Premier Bancorp Inc","15.93","$340.66M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ppbi",
"PSUN","Pacific Sunwear of California, Inc.","2.44","$169.84M","1999","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/psun",
"PCRX","Pacira Pharmaceuticals, Inc.","84.65","$3.07B","2011","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pcrx",
"PACW","PacWest Bancorp","45.32","$4.62B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/pacw",
"PTIE","Pain Therapeutics","1.86","$85.11M","2000","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ptie",
"PLMT","Palmetto Bancshares, Inc. (SC)","18.68","$239.38M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/plmt",
"PAAS","Pan American Silver Corp.","9.29","$1.41B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/paas",
"PNRA","Panera Bread Company","182.77","$4.9B","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/pnra",
"PANL","Pangaea Logistics Solutions Ltd.","2.5","$86.89M","2013","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/panl",
"PZZA","Papa John&#39;S International, Inc.","61.18","$2.44B","1993","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/pzza",
"FRSH","Papa Murphy&#39;s Holdings, Inc.","17.97","$304.49M","2014","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/frsh",
"PRGN","Paragon Shipping Inc.","0.8499","$20.9M","2013","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/prgn",
"PRGNL","Paragon Shipping Inc.","10.0001","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/prgnl",
"PRTK","Paratek Pharmaceuticals, Inc. ","28.38","$34.1M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/prtk",
"PRXL","PAREXEL International Corporation","68.65","$3.76B","1995","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/prxl",
"PCYG","Park City Group, Inc.","12.86","$223.81M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/pcyg",
"PSTB","Park Sterling Corporation","6.91","$310.02M","2010","Finance","Major Banks","http://www.nasdaq.com/symbol/pstb",
"PKBK","Parke Bancorp, Inc.","12.6","$75.78M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/pkbk",
"PRKR","ParkerVision, Inc.","0.7241","$70.64M","1993","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/prkr",
"PKOH","Park-Ohio Holdings Corp.","48.84","$610.51M","n/a","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/pkoh",
"PARN","Parnell Pharmaceuticals Holdings Ltd","4.888","$64.93M","2014","n/a","n/a","http://www.nasdaq.com/symbol/parn",
"PTNR","Partner Communications Company Ltd.","2.82","$443.68M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ptnr",
"PBHC","Pathfinder Bancorp, Inc.","10.13","$44.09M","n/a","Finance","Banks","http://www.nasdaq.com/symbol/pbhc",
"PATK","Patrick Industries, Inc.","58.08","$597.29M","n/a","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/patk",
"PNBK","Patriot National Bancorp Inc.","15.4802","$61.12M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/pnbk",
"PATI","Patriot Transportation Holding, Inc.","25.96","$83.97M","n/a","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/pati",
"PEGI","Pattern Energy Group Inc.","30.06","$2.08B","2013","n/a","n/a","http://www.nasdaq.com/symbol/pegi",
"PDCO","Patterson Companies, Inc.","46.95","$4.85B","1992","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/pdco",
"PTEN","Patterson-UTI Energy, Inc.","21.25","$3.11B","1993","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pten",
"PAYX","Paychex, Inc.","48.28","$17.54B","1983","Consumer Services","Diversified Commercial Services","http://www.nasdaq.com/symbol/payx",
"PCTY","Paylocity Holding Corporation","29.73","$1.5B","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/pcty",
"PCCC","PC Connection, Inc.","25.24","$664.91M","1998","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/pccc",
"PCMI","PCM, Inc.","9.425","$115.42M","n/a","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/pcmi",
"PCTI","PC-Tel, Inc.","7.06","$131.99M","1999","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/pcti",
"PDCE","PDC Energy, Inc.","56.93","$2.28B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pdce",
"PDFS","PDF Solutions, Inc.","18.11","$569.59M","2001","Technology","EDP Services","http://www.nasdaq.com/symbol/pdfs",
"PDII","PDI, Inc.","1.321","$20.27M","1998","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/pdii",
"PDLI","PDL BioPharma, Inc.","7.18","$1.17B","1992","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/pdli",
"SKIS","Peak Resorts, Inc.","6.5","$90.89M","2014","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/skis",
"PGC","Peapack-Gladstone Financial Corporation","20.79","$318.01M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/pgc",
"PEGA","Pegasystems Inc.","20.94","$1.6B","1996","Technology","EDP Services","http://www.nasdaq.com/symbol/pega",
"PCO","Pendrell Corporation","1.16","$309.11M","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/pco",
"PENN","Penn National Gaming, Inc.","16","$1.27B","1994","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/penn",
"PFLT","PennantPark Floating Rate Capital Ltd.","14.05","$209.32M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pflt",
"PNNT","PennantPark Investment Corporation","9.28","$696.86M","2007","n/a","n/a","http://www.nasdaq.com/symbol/pnnt",
"PWOD","Penns Woods Bancorp, Inc.","44.4","$213.17M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/pwod",
"PEBO","Peoples Bancorp Inc.","23.01","$342.7M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/pebo",
"PEBK","Peoples Bancorp of North Carolina, Inc.","18.37","$103.1M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/pebk",
"PFBX","Peoples Financial Corporation","9.81","$50.26M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/pfbx",
"PFIS","Peoples Financial Services Corp. ","41.32","$311.9M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/pfis",
"PBCT","People&#39;s United Financial, Inc.","15.04","$4.64B","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/pbct",
"PRCP","Perceptron, Inc.","13.26","$122.78M","1992","Capital Goods","Electronic Components","http://www.nasdaq.com/symbol/prcp",
"PPHM","Peregrine Pharmaceuticals Inc.","1.39","$261.78M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pphm",
"PPHMP","Peregrine Pharmaceuticals Inc.","23.64","$16.55M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pphmp",
"PWRD","Perfect World Co., Ltd.","18.51","$920.36M","2007","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/pwrd",
"PRFT","Perficient, Inc.","20.04","$709.46M","1999","Technology","EDP Services","http://www.nasdaq.com/symbol/prft",
"PFMT","Performant Financial Corporation","3.12","$154.01M","2012","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/pfmt",
"PERF","Perfumania Holdings, Inc","5.3955","$83.5M","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/perf",
"PSEM","Pericom Semiconductor Corporation","14.2","$317.47M","1997","Technology","Semiconductors","http://www.nasdaq.com/symbol/psem",
"PERI","Perion Network Ltd","3.78","$267.09M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/peri",
"PESI","Perma-Fix Environmental Services, Inc.","3.55","$40.78M","n/a","Basic Industries","Environmental Services","http://www.nasdaq.com/symbol/pesi",
"PTX","Pernix Therapeutics Holdings, Inc.","8.35","$320.53M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ptx",
"PERY","Perry Ellis International Inc.","24.55","$376.62M","1993","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/pery",
"PRSN","Perseon Corporation","0.355","$14.09M","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/prsn",
"PETS","PetMed Express, Inc.","16.74","$339.2M","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/pets",
"PFSW","PFSweb, Inc.","11.7","$201.21M","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/pfsw",
"PGTI","PGT, Inc.","11.33","$540.52M","2006","Capital Goods","Building Products","http://www.nasdaq.com/symbol/pgti",
"PCYC","Pharmacyclics, Inc.","257.45","$19.77B","1995","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pcyc",
"PHII","PHI, Inc.","31.224","$483.43M","n/a","Transportation","Transportation Services","http://www.nasdaq.com/symbol/phii",
"PHIIK","PHI, Inc.","32.18","$498.23M","n/a","Transportation","Transportation Services","http://www.nasdaq.com/symbol/phiik",
"PAHC","Phibro Animal Health Corporation","33.39","$1.3B","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pahc",
"PHMD","PhotoMedex, Inc.","1.95","$43.1M","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/phmd",
"PLAB","Photronics, Inc.","8.51","$565.45M","1987","Technology","Semiconductors","http://www.nasdaq.com/symbol/plab",
"PICO","PICO Holdings Inc.","18.6","$427.89M","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/pico",
"PPC","Pilgrim&#39;s Pride Corporation","24.56","$6.38B","n/a","Consumer Non-Durables","Meat/Poultry/Fish","http://www.nasdaq.com/symbol/ppc",
"PME","Pingtan Marine Enterprise Ltd.","2","$158.11M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pme",
"PNFP","Pinnacle Financial Partners, Inc.","45.45","$1.63B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/pnfp",
"PPSI","Pioneer Power Solutions, Inc.","8.26","$61.17M","n/a","Consumer Durables","Electrical Products","http://www.nasdaq.com/symbol/ppsi",
"PXLW","Pixelworks, Inc.","4.87","$114.03M","2000","Technology","Semiconductors","http://www.nasdaq.com/symbol/pxlw",
"PLNR","Planar Systems, Inc.","5.89","$131.99M","1993","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/plnr",
"PLPM","Planet Payment, Inc.","1.9","$104.91M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/plpm",
"PTBI","PlasmaTech Biopharmaceuticals, Inc.","3.34","$66.76M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ptbi",
"PTBIW","PlasmaTech Biopharmaceuticals, Inc.","1.382","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ptbiw",
"PLXS","Plexus Corp.","42.05","$1.42B","n/a","Technology","Electrical Products","http://www.nasdaq.com/symbol/plxs",
"PLUG","Plug Power, Inc.","2.67","$462.99M","1999","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/plug",
"PLBC","Plumas Bancorp","9.42","$45.21M","n/a","Finance","Finance Companies","http://www.nasdaq.com/symbol/plbc",
"PSTI","Pluristem Therapeutics, Inc.","2.81","$199.63M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/psti",
"PMCS","PMC - Sierra, Inc.","9.24","$1.87B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/pmcs",
"PMFG","PMFG, Inc.","4.52","$96.29M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/pmfg",
"PBSK","Poage Bankshares, Inc.","15.495","$58.79M","2011","Finance","Savings Institutions","http://www.nasdaq.com/symbol/pbsk",
"PNTR","Pointer Telocation Ltd.","8.46","$65.05M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/pntr",
"PCOM","Points International, Ltd.","13.01","$203.61M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/pcom",
"PBCP","Polonia Bancorp, Inc.","13.045","$43.49M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/pbcp",
"PLCM","Polycom, Inc.","12.48","$1.67B","1996","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/plcm",
"POOL","Pool Corporation","68.08","$2.97B","1995","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/pool",
"POPE","Pope Resources","62.7501","$272.06M","n/a","Consumer Non-Durables","Environmental Services","http://www.nasdaq.com/symbol/pope",
"PLKI","Popeyes Louisiana Kitchen, Inc.","56.67","$1.31B","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/plki",
"BPOP","Popular, Inc.","34.99","$3.63B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bpop",
"BPOPM","Popular, Inc.","22.13","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bpopm",
"BPOPN","Popular, Inc.","23.44","$281.28M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bpopn",
"PBIB","Porter Bancorp, Inc.","0.9","$17.05M","2006","Finance","Major Banks","http://www.nasdaq.com/symbol/pbib",
"PTLA","Portola Pharmaceuticals, Inc.","38.4","$1.88B","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ptla",
"PSTR","PostRock Energy Corporation","4.71","$30.01M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pstr",
"PBPB","Potbelly Corporation","13.96","$402.67M","2013","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/pbpb",
"PCH","Potlatch Corporation","38.1","$1.55B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/pch",
"POWL","Powell Industries, Inc.","34.45","$415.46M","n/a","Consumer Durables","Electrical Products","http://www.nasdaq.com/symbol/powl",
